"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","605","Should display empty state when products API return 500","chromium","2026-08-09","passed","2026-08-09","Home Page Network Failures","ui/catalog/home.spec.ts","",""
"","704","Login test with invalid credentials","chromium","2026-08-09","passed","2026-08-09","Login Page","ui/auth/login.spec.ts","",""
"","40","should list products","api","2026-08-09","passed","2026-08-09","Product Query Tests","api/products.spec.ts","",""
"","121","server should ignore client-supplied prices and names","api","2026-08-09","passed","2026-08-09","Tax and Shipping Calculation","api/orders.spec.ts","",""
"","1404","Reloading the page retains the current state","chromium","2026-08-09","passed","2026-08-09","Home Page","ui/catalog/home.spec.ts","",""
"","14","invalid product ID should return 404","api","2026-08-09","passed","2026-08-09","Product Query Tests","api/products.spec.ts","",""
"","1274","Should keep products grid working even if categories API fails with 500","webkit","2026-08-09","passed","2026-08-09","Home Page Network Failures","ui/catalog/home.spec.ts","",""
"","193","create should reject negative countInStock","api","2026-08-09","passed","2026-08-09","Product Create Validation","api/products.spec.ts","",""
"","1651","Cart persists across reload","firefox","2026-08-09","passed","2026-08-09","Cart Page","ui/cart/cart.spec.ts","",""
"","330","Verify admin dashboard stats","firefox","2026-08-09","passed","2026-08-09","Admin Page > Admin Dashboard","ui/admin/admin.spec.ts","",""
"","1521","go to checkout without login","firefox","2026-08-09","passed","2026-08-09","Login Page","ui/auth/login.spec.ts","",""
"","4405","Missing address field","webkit","2026-08-09","passed","2026-08-09","Checkout Page","ui/checkout/checkout.spec.ts","",""
"","1265","Cart Item Remove","firefox","2026-08-09","passed","2026-08-09","Cart Page","ui/cart/cart.spec.ts","",""
"","135","should retrieve an order by ID successfully","api","2026-08-09","passed","2026-08-09","Placing Orders","api/orders.spec.ts","",""
"","119","admin should not be able to delete their own account","api","2026-08-09","passed","2026-08-09","Admin User Management","api/users.spec.ts","",""
"","1809","Login test with valid credentials","webkit","2026-08-09","passed","2026-08-09","Login Page","ui/auth/login.spec.ts","",""
"","1261","Search matches a word shared by two product names","firefox","2026-08-09","passed","2026-08-09","Home Page","ui/catalog/home.spec.ts","",""
"","2042","Verify seeded product cannot be deleted","webkit","2026-08-09","passed","2026-08-09","Admin Page > Admin Products","ui/admin/admin.spec.ts","",""
"","831","Grid renders seeded products","firefox","2026-08-09","passed","2026-08-09","Home Page","ui/catalog/home.spec.ts","",""
"","12","Product Query: keyword search finds nothing for a category name that no product name contains","api","2026-08-09","passed","2026-08-09","Product Query Tests","api/products.spec.ts","",""
"","116","should fail login with invalid credentials","api","2026-08-09","passed","2026-08-09","Auth Login/Logout","api/auth.spec.ts","",""
"","661","Search finds nothing for a nonsense keyword","chromium","2026-08-09","passed","2026-08-09","Home Page","ui/catalog/home.spec.ts","",""
"","1172","Cart persists across reload","chromium","2026-08-09","passed","2026-08-09","Cart Page","ui/cart/cart.spec.ts","",""
"","3901","Checkout form accepts non-Latin characters","webkit","2026-08-09","passed","2026-08-09","Checkout Page","ui/checkout/checkout.spec.ts","",""
"","55","should fail to create an order without authentication","api","2026-08-09","passed","2026-08-09","Order API - Unauthorized Access","api/orders.spec.ts","",""
"","629","Product details are displayed correctly","chromium","2026-08-09","passed","2026-08-09","Product Page","ui/catalog/product.spec.ts","",""
"","2361","Login test with invalid credentials","firefox","2026-08-09","passed","2026-08-09","Login Page","ui/auth/login.spec.ts","",""
"","137","should logout successfully","api","2026-08-09","passed","2026-08-09","Auth Login/Logout","api/auth.spec.ts","",""
"","691","empty email","chromium","2026-08-09","passed","2026-08-09","Login Page","ui/auth/login.spec.ts","",""
"","1262","Pagination: Navigate to previous page","firefox","2026-08-09","passed","2026-08-09","Home Page","ui/catalog/home.spec.ts","",""
"","1422","Register with same Credentials","webkit","2026-08-09","passed","2026-08-09","Register Page","ui/auth/register.spec.ts","",""
"","412","profile update should accept the shortest allowed values","api","2026-08-09","passed","2026-08-09","Profile Update Validation","api/users.spec.ts","",""
"","1024","Search matches a word from one product name","firefox","2026-08-09","passed","2026-08-09","Home Page","ui/catalog/home.spec.ts","",""
"","904","Update product","chromium","2026-08-09","passed","2026-08-09","Cart Page","ui/cart/cart.spec.ts","",""
"","3584","Summary totals under the free-shipping threshold","webkit","2026-08-09","passed","2026-08-09","Checkout Page","ui/checkout/checkout.spec.ts","",""
"","1279","Should show the fallback error when the order request fails at the network level","firefox","2026-08-09","passed","2026-08-09","Checkout Page - Order Failures","ui/checkout/checkout.spec.ts","",""
"","806","Filling values in the checkout form and verify summary","chromium","2026-08-09","passed","2026-08-09","Checkout Page","ui/checkout/checkout.spec.ts","",""
"","646","RBAC test with user credentials","webkit","2026-08-09","passed","2026-08-09","rbac Page","ui/admin/rbac.spec.ts","",""
"","679","Verify the placed order details","firefox","2026-08-09","passed","2026-08-09","Order Page","ui/orders/orders.spec.ts","",""
"","2163","Search matches mixed case","webkit","2026-08-09","passed","2026-08-09","Home Page","ui/catalog/home.spec.ts","",""
"","3377","Out of stock Product","webkit","2026-08-09","passed","2026-08-09","Product Page","ui/catalog/product.spec.ts","",""
"","212","Verify seeded users protected from deletion","firefox","2026-08-09","passed","2026-08-09","Admin Page > Admin Users","ui/admin/admin.spec.ts","",""
"","189","should login successfully with valid credentials","api","2026-08-09","passed","2026-08-09","Auth Login/Logout","api/auth.spec.ts","",""
"","299","Verify product deletion","chromium","2026-08-09","passed","2026-08-09","Admin Page > Admin Products","ui/admin/admin.spec.ts","",""
"","631","Verify product creation","chromium","2026-08-09","passed","2026-08-09","Admin Page > Admin Products","ui/admin/admin.spec.ts","",""
"","210","Verify admin users table","firefox","2026-08-09","passed","2026-08-09","Admin Page > Admin Users","ui/admin/admin.spec.ts","",""
"","2863","Product details are displayed correctly","webkit","2026-08-09","passed","2026-08-09","Product Page","ui/catalog/product.spec.ts","",""
"","2261","Should display not-found state and hide add-to-cart button when product API returns 500","webkit","2026-08-09","passed","2026-08-09","Product Detail Page - Error Handling","ui/catalog/product.spec.ts","",""
"","16","register should reject an empty body","api","2026-08-09","passed","2026-08-09","Auth Validation","api/auth.spec.ts","",""
"","650","Filter by category","chromium","2026-08-09","passed","2026-08-09","Home Page","ui/catalog/home.spec.ts","",""
"","1240","Add to cart from card grid","firefox","2026-08-09","passed","2026-08-09","Product Page","ui/catalog/product.spec.ts","",""
"","204","should fetch user profile successfully","api","2026-08-09","passed","2026-08-09","User Profile","api/users.spec.ts","",""
"","936","Filling values in the checkout form and verify summary","firefox","2026-08-09","passed","2026-08-09","Checkout Page","ui/checkout/checkout.spec.ts","",""
"","191","create should reject price sent as a string","api","2026-08-09","passed","2026-08-09","Product Create Validation","api/products.spec.ts","",""
"","12","Product Query: limit caps the page size","api","2026-08-09","passed","2026-08-09","Product Query Tests","api/products.spec.ts","",""
"","1127","Should show the fallback error when the order request fails at the network level","chromium","2026-08-09","passed","2026-08-09","Checkout Page - Order Failures","ui/checkout/checkout.spec.ts","",""
"","4012","Checkout form accepts apostrophes, periods and hyphens","webkit","2026-08-09","passed","2026-08-09","Checkout Page","ui/checkout/checkout.spec.ts","",""
"","613","Register with same Credentials","chromium","2026-08-09","passed","2026-08-09","Register Page","ui/auth/register.spec.ts","",""
"","193","Verify seeded users protected from deletion","chromium","2026-08-09","passed","2026-08-09","Admin Page > Admin Users","ui/admin/admin.spec.ts","",""
"","644","Search matches a word from one product name","chromium","2026-08-09","passed","2026-08-09","Home Page","ui/catalog/home.spec.ts","",""
"","767","Summary totals under the free-shipping threshold","firefox","2026-08-09","passed","2026-08-09","Checkout Page","ui/checkout/checkout.spec.ts","",""
"","985","Logout","chromium","2026-08-09","passed","2026-08-09","Login Page","ui/auth/login.spec.ts","",""
"","3339","Should show the fallback error when the order request fails at the network level","webkit","2026-08-09","passed","2026-08-09","Checkout Page - Order Failures","ui/checkout/checkout.spec.ts","",""
"","220","order totals with a subtotal exactly at the threshold","api","2026-08-09","passed","2026-08-09","Tax and Shipping Calculation","api/orders.spec.ts","",""
"","192","profile update should reject an empty name","api","2026-08-09","passed","2026-08-09","Profile Update Validation","api/users.spec.ts","",""
"","385","RBAC test with user credentials","firefox","2026-08-09","passed","2026-08-09","rbac Page","ui/admin/rbac.spec.ts","",""
"","199","should list all users for admin","api","2026-08-09","passed","2026-08-09","Admin User Management","api/users.spec.ts","",""
